firstname,lastname,price,above_100
Paul,Thomas,247.61983,True
Louis,Moore,117.690956,True
Amanda,Stark,254.31477,True
Elizabeth,Simmons,56.677376,False
Dawn,King,276.07706,True
Michael,Ellison,237.89537,True
Nicholas,Odom,257.19687,True
Sarah,Juarez,180.64415,True
Carrie,Jacobson,33.487274,False
Valerie,Bowers,226.65977,True
Deanna,Hall,151.54752,True
Robert,Stevenson,195.04378,True
Ronald,Alexander,60.674446,False
Robert,Jones,285.66016,True
Ashley,Ball,127.709,True
Theresa,Maldonado,125.47461,True
Mrs.,Sheryl Schmidt,112.22179,True
Nicholas,Rogers,7.9841948,False
Richard,Warren,72.017166,False
Christopher,Foster,196.26845,True
Brandon,Cardenas,120.84913,True
Kevin,Brown,59.08143,False
Gina,Mcclure,72.254585,False
Jennifer,Willis,246.73775,True
Alicia,Gilmore,145.35107,True
Brandon,Chavez,189.94058,True
Ryan,Brown,160.90373,True
Brian,Buckley,15.384269,False
Sandra,Freeman,274.5782,True
Allison,Willis,47.825603,False
John,Ware,158.17311,True
Sean,Barker,218.97823,True
Melissa,Frank,9.714784,False
Darius,Brown,124.24753,True
Kathryn,Johnson,125.995415,True
Jeffrey,Bailey,175.0362,True
Holly,Clark,247.90517,True
Jennifer,Ellis,163.23642,True
Allison,Monroe,258.2707,True
Brian,Cunningham,99.79419,False
Thomas,Phelps,60.94082,False
Mitchell,Vasquez,198.49146,True
Jason,Castro,12.017484,False
Victoria,Jones,220.58275,True
Joseph,Bruce,130.48495,True
Barbara,Reyes,225.79088,True
Morgan,White,118.77267,True
Gregory,Farley,61.844868,False
Evan,Anderson,258.68616,True
Grant,Whitehead,236.2139,True
Melissa,Barnes,65.4567,False
Kyle,Palmer,150.80206,True
Lisa,Young,273.9106,True
Christopher,Barton,256.3777,True
Lori,Hull,254.98634,True
Deborah,Harris,172.75723,True
Tammy,Burns,211.61986,True
Angela,Wilson,249.30872,True
Louis,Wilkinson,280.13745,True
Mark,Jordan,180.23636,True
Melinda,Cook,98.254974,False
Jenna,Flores,106.87878,True
David,Foley,286.5694,True
Walter,Ford,282.47574,True
Jacqueline,Johnson,240.23376,True
Chad,Clarke,200.59323,True
Christopher,Robinson,73.618126,False
Jennifer,Baxter,91.378914,False
Stephanie,Macdonald,29.104897,False
Alicia,Thomas,15.626366,False
Anthony,Allen,4.8960805,False
Alan,Shaffer,73.71096,False
Katherine,Wu,97.37046,False
Hayden,Lyons,19.967112,False
Brian,Hart,207.31544,True
Catherine,Riley,29.7477,False
Robert,Taylor,90.828804,False
Abigail,Johnson,141.92722,True
John,Davis,270.35086,True
William,Bowman,230.47115,True
Jeanne,Newman,230.59523,True
Zachary,Collins,110.18766,True
,,,False
Brittany,Brown,127.008865,True
Julie,Gomez,288.01,True
Austin,Smith,263.38162,True
Dennis,Olson,37.17994,False
Mark,Gordon,196.34442,True
Maria,Johnson MD,227.04631,True
Dr.,Megan Hayes MD,168.04973,True
Pamela,Patterson,41.332558,False
Jason,Carter,158.01169,True
William,Austin,76.08932,False
Beth,Gilbert,57.20443,False
Brittany,Wolf,58.252625,False
Danielle,Kennedy,36.747875,False
Nicole,Robinson,162.3285,True
Linda,Wilcox,182.8407,True
John,Erickson,101.480606,True
Christina,Farmer,254.15419,True
Curtis,White,174.72601,True
Daniel,Glass,3.6665177,False
Steve,Johnston,288.3482,True
Michelle,Barron,79.05175,False
Aaron,Howell,43.84655,False
Colleen,Crawford,179.9521,True
Timothy,Wells,164.0638,True
Barbara,Garcia,155.26572,True
Regina,Wells,283.97852,True
Antonio,Colon,134.14311,True
Beth,Case,12.550332,False
Susan,Scott,50.441025,False
Heather,Lyons,86.19374,False
Karl,Mejia,230.94214,True
Lauren,Sanchez,177.11229,True
Paul,Osborne,220.19455,True
Ronnie,Roberts,72.370056,False
Sandra,Moreno,126.42269,True
Stephen,King,26.80183,False
Pamela,Sanchez,149.35953,True
Wayne,Briggs,211.85759,True
Louis,Blair,194.72552,True
Caitlin,Mendez,161.2321,True
Ryan,Avila,219.17421,True
Derrick,Villarreal,162.45685,True
Kyle,Woods,230.24454,True
Ryan,Knight,146.08789,True
Carrie,Mcbride,98.834435,False
James,Price,172.4972,True
Crystal,Fox,169.2032,True
Kristin,Fisher,65.21189,False
Jennifer,Whitaker,0.37367135,False
Richard,Ramirez,275.80136,True
Hunter,Spencer,160.9997,True
Samuel,Castillo,231.89914,True
Deborah,Smith,262.11255,True
Steven,Miller,208.58963,True
Brandy,Baker,216.2427,True
Elizabeth,Hopkins,147.55748,True
Ryan,Watson,86.54006,False
Stephanie,Ballard,287.75058,True
Sandra,Peterson,273.70288,True
Kylie,Gonzalez,45.7794,False
Kenneth,Butler,86.76589,False
Brittany,Phillips,263.4932,True
Carrie,Matthews,262.92838,True
Nicholas,Hart,48.844162,False
Brittany,Diaz,124.33843,True
Ann,Mclean,282.16623,True
Elizabeth,Jackson,129.30136,True
Kristopher,Roberts,277.03674,True
Jacob,Underwood,202.3021,True
Nicolas,Santos,15.09051,False
Stephen,Buck,231.08626,True
Timothy,Jackson,176.64484,True
Vincent,Wilson,24.565094,False
Jon,Morrison,112.42526,True
Emily,Bonilla,99.022224,False
Jasmine,Stewart,53.46677,False
David,Buchanan,226.86263,True
Christopher,Robinson,36.12647,False
Sergio,Mckinney,135.90656,True
Joseph,Randolph,134.08708,True
Jennifer,Wilson,39.574814,False
Jennifer,Baker,88.68856,False
Michelle,Callahan,127.04654,True
Kelsey,Ramirez,217.28108,True
Lori,Meadows,298.95584,True
Jeremy,Garcia,166.21756,True
Mason,Lang,36.6829,False
Laura,Berry,253.52484,True
Michael,Strickland,31.757298,False
Patrick,Wright,87.02557,False
Tanya,Mitchell,149.06009,True
Michael,Lawson,110.32574,True
Hayden,Bates,264.90414,True
David,Hernandez,242.10788,True
Dale,Robertson,277.99588,True
Mrs.,Christina Hall,235.48093,True
Corey,Oconnell,63.388657,False
Nathan,Deleon,3.3822687,False
Zachary,Wells,56.966343,False
David,Robinson,66.42651,False
Rachel,Ortiz,8.525231,False
Anna,Floyd,32.61913,False
David,Cooper,74.40496,False
Drew,Reese,237.24405,True
Kayla,Mcdonald,130.79498,True
Terri,Mclaughlin,41.809986,False
Cindy,Lynch,163.7621,True
Paul,Gutierrez,244.4452,True
Leslie,Hawkins,34.31596,False
Hannah,Brown,110.480835,True
Brian,Snyder,82.163795,False
Lucas,Hall MD,295.4637,True
Caitlyn,Nunez,90.261795,False
Amber,Martin,244.19469,True
Curtis,Clark,106.156006,True
Alexis,Smith,56.289574,False
Dawn,Simmons,2.913737,False
Ryan,Marshall,27.353706,False
Gregory,Lawrence,172.87315,True
Justin,Nielsen,195.27055,True
Jason,Smith,215.61961,True
Danny,Miller,51.41131,False
Colin,Dean,145.14546,True
David,Carpenter,95.11936,False
Jessica,Stark,131.27626,True
Jordan,Thomas,256.54227,True
Johnny,Peters,71.37341,False
Sharon,Wilkerson,114.235405,True
John,Burns,36.625835,False
Christian,Mcclure,10.04574,False
Jamie,Irwin,34.91467,False
Lonnie,Burton,232.42357,True
Anthony,Bird,54.293457,False
David,Newman,31.452013,False
Margaret,Estes,28.33186,False
Christopher,Thomas,165.23497,True
Daniel,White,220.31738,True
Brian,Reed,19.616037,False
Sandra,Griffin,295.94623,True
David,Garza DVM,252.24712,True
George,Mann,209.9135,True
Lawrence,Travis,275.6357,True
Jon,Phillips,115.96184,True
Jennifer,Short,205.61237,True
Sean,Rivera,67.37953,False
Ryan,White PhD,240.0009,True
Lucas,Reyes,299.5618,True
Benjamin,Rice,35.06286,False
Leon,Price,197.40292,True
Lisa,Barber,35.38568,False
Sheila,Woods,221.91707,True
Kimberly,Wyatt,149.40028,True
Breanna,Gonzalez,47.25789,False
Rebecca,Hansen,226.80829,True
Jack,Moody,269.25375,True
Jonathan,Brady,291.85953,True
Tonya,Ramirez,281.74152,True
Curtis,Riggs,39.48328,False
Frank,Wagner,87.809525,False
Christopher,Knight,286.58582,True
Lisa,Mata,103.15492,True
Barbara,Jones,98.956825,False
Joyce,Hanson,19.969477,False
Thomas,Brown,197.27727,True
Dr.,Laurie Robinson PhD,132.62556,True
James,Simpson,126.36675,True
Brian,Brooks DVM,92.72231,False
Donald,Meadows,75.52955,False
Richard,Hays,280.19775,True
Samantha,Rogers,177.97331,True
Nancy,Reed,216.29242,True
Joseph,Guzman,240.65242,True
Matthew,White,175.41586,True
Allison,Morris,145.57634,True
Miss,Kelly Underwood,174.95009,True
Richard,Gallagher,282.12515,True
Mason,Rogers,282.3442,True
Aaron,Anderson,269.74048,True
Luis,Kirby,253.37558,True
Gordon,Jackson,29.25184,False
Cheryl,Davila,128.94511,True
Bradley,James,181.19957,True
Lori,Gray,281.78616,True
James,Pennington,204.8749,True
Anna,Lawson,136.49684,True
Felicia,Berry,187.8155,True
Kayla,Foster,82.66862,False
Francis,Johnson,124.54871,True
Kristin,Mcbride,250.40901,True
Michael,Barry,39.433537,False
Robert,Johnson,22.094778,False
Peter,Rodgers,199.46722,True
John,Hart,92.97557,False
Zachary,Boyle,160.19196,True
Daryl,Gonzalez,26.620932,False
Nathan,Hawkins,10.616262,False
Sarah,Riddle,152.68382,True
Tina,Phillips,131.97849,True
Elizabeth,Campbell,246.18907,True
Dawn,Hall,93.276474,False
Matthew,Cole,148.39194,True
Jasmine,Lewis,99.5856,False
Michelle,Moon,258.90503,True
Brooke,Cox,109.441574,True
John,Hawkins,68.286285,False
Julia,Murphy,145.69635,True
Ethan,Taylor,57.039803,False
Patricia,Adams,118.382835,True
Crystal,White,216.65933,True
Anna,Bell,299.25983,True
Mrs.,Meghan Franklin,290.76605,True
Tracy,Nelson,123.209175,True
David,James,52.010254,False
Brandy,Smith,38.8751,False
Karen,Nunez,205.59732,True
Cristina,Martin,8.633246,False
Lisa,Taylor,145.34947,True
Gregory,Wise,167.96548,True
Kristen,Maxwell,84.51156,False
Deborah,Walker,272.5087,True
Kayla,Munoz,142.41348,True
Stephanie,Bennett,54.243652,False
Megan,Mclaughlin,276.9637,True
Melissa,Rivas,52.36565,False
Charles,Edwards,217.22284,True
Sean,Jensen,169.88431,True
Adam,Roy,208.60297,True
William,Gonzales,235.85846,True
Melissa,Ayala,12.656864,False
David,Martin,165.89737,True
Jacob,White,135.872,True
Nicole,Salazar,129.04677,True
Benjamin,Miller,43.09004,False
Christopher,Kerr,122.58764,True
Brooke,Hall,132.88654,True
Jessica,Jones,116.06065,True
Gary,Salazar,101.09149,True
Alexis,Nguyen,134.51326,True
Kristopher,Wallace,60.64237,False
David,Garza,215.1354,True
Patricia,Green,3.651602,False
James,Walsh,86.98596,False
Andrea,Mcdaniel,164.72514,True
Susan,Sanchez,298.8887,True
Chase,Riley,116.39207,True
Tammy,Cole,218.46558,True
Derek,Mckinney,247.38618,True
John,Trujillo,24.478878,False
Troy,Delgado,61.268654,False
Angela,Perry,111.20996,True
Kim,Fernandez,194.83025,True
Patricia,Morgan,172.83484,True
Victoria,Knox,195.52644,True
Samantha,Green,295.63284,True
Lindsay,Norman,288.8236,True
John,Williams,130.9224,True
Alexis,Washington,106.33167,True
Anthony,Mcgee,231.36679,True
Kevin,Sutton,199.93448,True
Thomas,Huff,26.391994,False
Anthony,Young,244.72568,True
Amber,Wise,206.27576,True
William,Hernandez,213.41316,True
Nicholas,Cain,172.6411,True
Holly,Roberts,210.74348,True
Matthew,Reed,245.77061,True
Nicole,Rivera,8.600489,False
Alice,Wright,60.129864,False
Sandra,Lane,202.90002,True
Tracy,Roy,249.64568,True
Patricia,Rodriguez,60.266357,False
Kevin,Santana,166.9002,True
Rebecca,Rosales,229.12708,True
Sandra,Carter,226.48526,True
Robert,Parker,249.88315,True
Ruben,Miller,192.60103,True
Luis,Henry,119.08593,True
Kristen,Benson,25.443537,False
Zachary,Dodson,10.498354,False
Mark,Bridges,193.62868,True
Vanessa,Thompson,167.12627,True
Thomas,Johnson,53.177628,False
William,Lee,279.53616,True
Cameron,Davis,46.258427,False
Samantha,Clark,72.01239,False
Stacy,Wilson,211.54713,True
Michael,Taylor,165.37227,True
Kathryn,Hernandez,173.5841,True
Zachary,Hammond,141.92459,True
Charles,Sanders,73.040215,False
Danielle,Hunter,29.410381,False
Mary,Cochran,171.25278,True
Dustin,Miller,60.28439,False
Jimmy,Sanchez,281.3453,True
Valerie,Gibson,19.530622,False
Devon,Martin,56.1085,False
Faith,Wolfe,117.543655,True
Danielle,Clayton,120.20676,True
Monica,Patterson,7.8747573,False
Michael,Cunningham,86.66146,False
Shannon,Newman,20.311832,False
Barbara,Peterson,156.44034,True
Taylor,Brown,4.9116445,False
Luis,Berg,49.508705,False
Tanya,Leonard,147.09064,True
Christopher,Eaton,0.6678045,False
Kathryn,Vargas,67.21588,False
Kim,Murphy,73.807785,False
Rebecca,Rogers,235.57866,True
Brittany,Morse,82.505974,False
Caitlin,Carpenter,299.63232,True
David,Gross,121.14645,True
Laurie,Salazar,46.319984,False
Ms.,Megan Fernandez,113.311935,True
Lisa,Mosley,158.7733,True
Zachary,Gonzales,162.87508,True
Joshua,Kim,289.70078,True
Jennifer,Pena,2.7612705,False
Shawn,Hughes,9.82387,False
Robert,Cardenas,255.98491,True
Jason,Robinson,46.319138,False
Brandon,Brady,118.54428,True
James,Goodwin,115.84775,True
Alexa,Murillo,156.68004,True
Amanda,Cook,51.654945,False
James,Baxter,253.73174,True
Melissa,Peterson,117.4445,True
Johnny,Montoya,33.546413,False
Jennifer,Hayes,275.1924,True
Kristine,Fisher,171.86308,True
Matthew,Williams,167.13489,True
Nancy,Campbell,102.082726,True
Laurie,Allison,81.04755,False
Angela,Matthews,59.15591,False
William,Thomas,228.06123,True
James,Johnson,121.52679,True
Jeremy,Hoover,205.77824,True
Ashley,Myers,285.24716,True
Adrian,Jones,101.72372,True
Taylor,Collier,75.41351,False
Cheryl,Sanchez,88.45372,False
Mark,Myers,69.295845,False
Troy,Henry,113.31976,True
Barry,Martinez,68.09275,False
David,Miller,184.39291,True
Mary,Osborn,148.2375,True
Megan,Gray,66.05587,False
Brian,Taylor,4.2944865,False
Shane,Coleman,29.915089,False
Jessica,Hamilton,23.56376,False
Lisa,Dunn,178.65916,True
Gregory,Burns,138.83052,True
Elizabeth,Gonzalez,218.49368,True
Melissa,Davila,234.05316,True
William,Hampton,44.00786,False
Carl,Hubbard,133.44135,True
Ryan,Marquez,151.85695,True
Autumn,Taylor,266.23236,True
Sierra,Lewis,33.57275,False
Susan,Neal,234.46768,True
Benjamin,Sampson,259.81387,True
Ashley,Lewis,196.49419,True
Kristin,Taylor,38.8265,False
Mark,Solomon,261.13544,True
Kimberly,Wilson,57.806423,False
Terri,Smith,163.80455,True
Thomas,Gardner,154.91861,True
Johnathan,Adams,284.3931,True
Derek,Holt,95.07467,False
Maureen,Sanchez,136.60184,True
Nicolas,Nelson,66.89143,False
Randy,Daniels,116.17343,True
Perry,Crane,270.68127,True
Laura,Gonzales,108.53304,True
Tracey,Ruiz,299.66086,True
Christine,Jensen,101.94648,True
Jason,Espinoza,280.3198,True
Ronald,Gates,165.82483,True
Robin,Robinson,196.23274,True
Kelli,Bowers,178.91222,True
Justin,Bennett,47.69638,False
Andrew,Miller,280.38992,True
Edwin,Burns,142.1314,True
Jesse,Sanchez,87.8542,False
Miranda,Mclean,107.438416,True
Dr.,Brenda Butler PhD,24.383606,False
Eddie,Jones,155.76366,True
Deanna,Rodriguez,135.63437,True
Sierra,Smith,285.6828,True
Robert,Marshall,88.21075,False
Amanda,Brown,175.39107,True
Walter,Wallace,201.86038,True
Jenny,Mckee,11.442112,False
Richard,Wood,140.16508,True
Eddie,Willis,4.9834805,False
Michelle,Rivera,161.68063,True
Anthony,Clark,114.7231,True
Monique,Ingram MD,12.637621,False
Jake,Cunningham,120.864845,True
Taylor,Harrison,59.673626,False
Bruce,James,252.86716,True
Glenn,Gonzales,271.25186,True
David,Johnson,172.77255,True
Regina,Hart,196.15549,True
Curtis,Morse,144.83267,True
Thomas,Castro,173.71954,True
Gabriella,Stevenson,172.00797,True
John,Hernandez,293.31204,True
Catherine,Frost,176.93835,True
Bridget,Ruiz,227.13329,True
Alicia,Bishop,249.73232,True
Kenneth,Love,149.71571,True
David,Williamson,263.81934,True
Alexandra,Richardson,257.17703,True
Jennifer,Scott,116.24299,True
John,Woodard,265.32336,True
Alexis,Hoover,198.69058,True
Billy,Gomez,82.320724,False
Paul,Johnson,201.1539,True
Richard,Rodriguez MD,226.23465,True
Amanda,Collins,141.06474,True
Amy,Baker,62.446632,False
Miranda,Horton MD,64.0957,False
Thomas,Mathis,9.298262,False
Sean,Wilson,205.48512,True
Lydia,Mcdowell,27.077414,False
Greg,Chung,276.52112,True
Heather,James,246.86928,True
Derek,Snow,154.85262,True
Devon,Mclaughlin,13.741075,False
Victor,Bradley,24.221918,False
Christopher,Barajas,67.94117,False
Robert,Anderson,295.96744,True
Bailey,Yu,144.82011,True
Isaac,Wagner,131.43803,True
Joanna,Harmon,163.46301,True
Daniel,Johnson,50.60853,False
Kelly,Johnson,130.46536,True
Danielle,Walsh,49.121567,False
Francisco,Price,275.7119,True
Christopher,Hubbard,254.409,True
Douglas,Sexton,64.57183,False
Debbie,Kelly,129.92155,True
Valerie,Butler,159.1637,True
Jared,Cooper,147.13885,True
Krystal,Lewis,273.9785,True
Nicholas,Hunt,133.13397,True
Joyce,Rodriguez,239.08192,True
Victoria,Anderson,216.39194,True
John,Johnson,255.96425,True
Donald,Todd,210.83008,True
Jimmy,Alexander,215.17392,True
Kristen,Payne,26.978903,False
Shelby,Scott,191.47533,True
Benjamin,Hill,138.09729,True
Stephen,Summers,94.981735,False
Natalie,Munoz,218.35371,True
Kevin,Soto,252.07019,True
Robert,Jones,276.82516,True
Stephanie,Hurst,282.1166,True
Joshua,Fields,122.18036,True
Bailey,Travis,152.05025,True
Shannon,Brown,65.73177,False
Karina,Cherry MD,33.82348,False
Angela,Fry,180.15744,True
Blake,Moore,42.884804,False
Nathan,Ramsey,68.13964,False
Anthony,Kennedy,78.93856,False
David,Davis,99.37195,False
Kellie,Craig,78.424904,False
Casey,Osborn,196.71083,True
Jennifer,Mitchell,265.23154,True
Adam,Russell,170.27582,True
Robert,Hensley,268.58484,True
Kathleen,Quinn,57.679977,False
Elizabeth,Henderson,285.3908,True
Amanda,Johnson,227.48132,True
Jason,Ritter,168.14711,True
Tiffany,Dixon,115.52706,True
Samuel,Phelps,286.51004,True
Thomas,Williams,105.77063,True
Ashley,Jordan,115.82939,True
Paul,Phelps,123.68215,True
Martha,Haynes,10.639643,False
Andrew,Wong,146.15462,True
Matthew,Bailey,191.91646,True
Robert,Wood,65.01989,False
Rhonda,Shah,278.76065,True
Anthony,Hughes,166.90198,True
Charles,Moore,233.91595,True
Maria,Johnson,94.75732,False
Cynthia,Johnson,214.1597,True
James,Drake,165.39417,True
Gilbert,Aguirre,166.84816,True
Kimberly,Miller,168.5001,True
Curtis,Hess,241.55882,True
Scott,Miles,110.23246,True
Darryl,Anthony,23.43801,False
Kathryn,Jenkins,123.76113,True
Kimberly,Shaw DVM,152.01521,True
Emily,Cooper,183.66219,True
Jonathon,Watts,36.180355,False
Michael,Richard,236.26344,True
Sarah,Velasquez,28.376606,False
Douglas,Chambers,138.5624,True
Joshua,Clark,9.449454,False
Jane,Brown,33.507553,False
Joshua,Walters,60.97437,False
Katherine,Martinez,49.979065,False
Jeff,Jones,293.74973,True
Rebecca,Campbell,50.717125,False
Melissa,Rodriguez,287.61237,True
Casey,Long,220.76257,True
James,Davis,68.436935,False
Valerie,Barker,122.330925,True
Brandon,Brown,41.390972,False
Colin,Cordova,59.64367,False
Ronald,Diaz,117.912224,True
Meagan,Harris,218.72066,True
Kevin,Gallegos,10.8909855,False
Ryan,Hopkins,143.79419,True
Ryan,Adams,255.64296,True
Donald,Powell,116.83657,True
John,Bell,66.06342,False
Kristopher,Soto,218.15851,True
Beth,Thompson,43.65973,False
,,,False
Miguel,Solis,187.02316,True
Abigail,Carter,121.92092,True
Robin,Baker,139.63725,True
Tracy,Day,131.40968,True
Miguel,Davis,16.785187,False
Maurice,Lopez,202.25175,True
Patrick,Gray,141.01892,True
Chad,Robinson,194.25333,True
Kelly,Montoya,29.472095,False
Larry,Alvarez,195.52191,True
Crystal,Downs,37.133682,False
Michael,Mason,114.13237,True
Mary,Johnson,105.35261,True
Tiffany,Hampton,259.80945,True
Betty,Arroyo,42.323627,False
Diane,Davis,107.60907,True
Erica,Hendricks,125.85723,True
Daniel,Orozco,238.18839,True
Laurie,Rosales,244.04668,True
Jessica,Caldwell,99.67074,False
Tamara,Smith,210.55003,True
Mary,Hooper,196.8997,True
Christine,Gill,216.86728,True
Maxwell,Hammond,2.4350743,False
Amber,Ross,228.61362,True
Elizabeth,Meyer,40.222115,False
Anne,Gonzalez,273.92294,True
Shawn,Wall,296.31693,True
Ruth,Martin,133.43916,True
Elizabeth,Robinson,186.5943,True
Michelle,Walker,135.90683,True
Erika,Lindsey,240.71179,True
Jessica,Gay,268.83337,True
John,Brewer,260.82755,True
Emily,Smith,36.05932,False
Amanda,Carroll,132.97554,True
Elizabeth,Anthony,94.02412,False
Mary,Williams,18.48846,False
Michael,Valenzuela,88.55603,False
Erik,Bowers,232.51424,True
Christopher,Kim,60.73458,False
Kenneth,Dunn,295.46512,True
Barbara,Hanson PhD,22.530571,False
Angel,Perez,156.58011,True
Kevin,Sloan,202.8572,True
Christina,Hubbard,263.85052,True
Rodney,James,93.11706,False
Rachael,Sellers,245.63547,True
Kevin,Ballard,209.86449,True
Angela,Wagner,102.54042,True
Elizabeth,Crawford,108.51672,True
Michael,Allen,11.134811,False
Michael,Nelson,74.85362,False
Robert,Pena,208.75383,True
Amanda,Cooley,99.29882,False
Megan,Baker,99.662865,False
Mark,Perry,255.62074,True
Jamie,Schroeder,125.101685,True
Tammy,Jones,19.699635,False
Kristin,Palmer,198.50269,True
Francisco,Mccoy,203.95842,True
Aaron,Parker,41.625843,False
Lindsey,George,277.7972,True
Karen,Gutierrez,41.064217,False
Tiffany,Greene,154.9721,True
Abigail,Johnson,275.44254,True
Mark,Elliott,170.00221,True
Crystal,Murphy,12.059283,False
Elizabeth,Fox,195.51253,True
Ralph,Michael,143.97894,True
Mike,Sawyer,182.84953,True
Noah,Adams,0.31451634,False
Peter,Mendez,142.57863,True
Alexandra,Parker,252.56172,True
Logan,Patterson,76.255745,False
Ryan,Hernandez,252.62613,True
Karen,Armstrong,100.77769,True
,,,False
Robert,Velasquez,202.06781,True
Katie,Cabrera,42.202965,False
Norma,Gonzalez,131.66518,True
Jennifer,Smith,65.70031,False
Melinda,Gonzalez,287.32794,True
David,Garcia,131.0829,True
Erin,Mccullough,145.7078,True
Erica,Chung,62.14687,False
,,,False
Lori,Flores,112.81237,True
James,Smith,155.0396,True
Dorothy,Ramirez,212.40134,True
Cheryl,Scott,260.91647,True
Amy,Chan,128.25534,True
Nathaniel,Huerta,102.6909,True
Craig,Nguyen,248.5764,True
David,Maldonado,283.22275,True
Erin,Neal,286.47055,True
Kimberly,Stout,190.18782,True
Anthony,Garcia,157.21808,True
Dawn,Howard,143.73228,True
Julie,Bradford,51.75951,False
Daniel,Harris,225.40958,True
Kristin,Everett,194.7492,True
Erika,Smith,66.13682,False
Jason,Adams,174.02545,True
Billy,Landry,138.03053,True
Aaron,Stewart,30.836063,False
Stephanie,Gonzalez,141.8314,True
William,Carson,270.5633,True
Rachel,Bishop,296.68948,True
Christina,Hunter,114.421616,True
Crystal,Crawford DDS,39.35487,False
Barbara,Wright,211.80746,True
Nicole,Stewart,26.088062,False
David,Lee,273.57812,True
Morgan,Garcia,276.89252,True
Anthony,Jordan,167.76744,True
Terri,Hurst,106.80804,True
Julie,Barrett,242.98845,True
Michael,Hodge,105.20091,True
Sarah,Alvarez,226.89938,True
Antonio,Santana,287.37387,True
Glen,Hughes,29.188572,False
Albert,Crawford,64.23006,False
Amy,Gonzalez,67.39559,False
Loretta,Tate,276.1692,True
Daniel,Thomas,209.02142,True
Anita,Goodman,284.69928,True
John,Murphy,60.326977,False
Donald,Fisher,134.60007,True
Samantha,Morris,18.801659,False
Dr.,Melissa Perkins,55.09655,False
Christine,Davis,168.89368,True
Angela,Roberts,109.212975,True
Jasmin,Mosley,215.86464,True
Craig,Vasquez,60.536793,False
Daniel,Doyle,245.3047,True
Ann,Fisher,123.794365,True
Christopher,Harper,170.14056,True
Mason,Cook,7.670058,False
Katherine,Ramirez,255.58,True
Shelby,Thomas,104.76042,True
Laura,Mejia,292.51294,True
Michael,Johnson,289.2035,True
Melissa,Harris,195.524,True
Rebekah,Myers,214.99399,True
Lee,King,216.10144,True
Kimberly,Peterson,280.8718,True
Jacob,Martin,292.18863,True
Julia,Kelly,137.8644,True
Doris,Harmon,242.06227,True
April,Bell,284.88998,True
Jonathan,Nguyen,289.3881,True
Nina,Owens,149.85213,True
Stephanie,Carlson,278.27966,True
,,,False
Joseph,Kramer MD,17.721464,False
Brittany,Lopez,144.49464,True
Steven,Johnson,61.88755,False
Maria,Perez,88.69959,False
Jesse,Ingram,170.25607,True
Jacob,Anderson,145.7546,True
Bryan,Barnett,254.42786,True
Alexandria,Williams,41.265697,False
Gerald,Noble,271.3002,True
David,Walker,6.895059,False
Andrea,Parker,60.35636,False
Tiffany,Morrison,41.479156,False
Ann,Frank MD,189.02124,True
Joshua,Contreras,228.02875,True
Andres,Rodriguez,235.50323,True
John,Nichols,270.9925,True
Terry,Stanley,290.08914,True
Justin,Garrison Jr.,154.07335,True
Keith,Lopez,108.23142,True
Timothy,Alvarez,211.19987,True
Thomas,Lawson,82.87026,False
Donna,Austin,146.56903,True
Jeffrey,Cox,214.16927,True
Angela,Lucas,268.2175,True
Benjamin,Howard,226.79378,True
Roger,Sampson,68.41888,False
Kim,Hughes,279.50485,True
Jacob,Atkins,60.2573,False
Aaron,Dennis,250.76646,True
Nicholas,Davis,21.80399,False
Amanda,Manning,158.50717,True
Gary,Bennett,238.25735,True
Christopher,Jordan,105.836975,True
Brian,Hicks,154.82608,True
Janet,Smith,52.78225,False
Christine,Hebert,134.32857,True
Jessica,Garcia,153.70828,True
William,Davidson,48.402813,False
Christina,Hinton,212.7755,True
Kristopher,Christian,199.78308,True
Gina,Moore,197.50754,True
Kevin,Perkins,113.349396,True
Kevin,Lopez,115.41571,True
Jesse,Green,151.0847,True
Jessica,Norman,224.63435,True
Jacqueline,Davis,198.28992,True
Amy,Solis,229.95741,True
Ryan,Garcia,109.52597,True
John,Richards,14.87514,False
Ashley,Perez,191.37506,True
Brian,Palmer,196.95741,True
Caroline,Franco,23.511946,False
Katelyn,Bullock,27.889868,False
Jon,Richardson,228.98816,True
Jodi,Barker,186.79012,True
Kimberly,Smith,249.69463,True
Katelyn,Powell,286.09137,True
Darlene,Campbell,152.9571,True
Richard,Bell,160.37811,True
Robert,Smith,62.702633,False
Joseph,Stewart,74.35668,False
Daniel,Lucero,102.08106,True
Ryan,Walters,114.47323,True
Michael,Odom,43.915913,False
Michelle,Butler,105.722565,True
Cody,Robinson,154.91194,True
Michael,Pitts,53.428562,False
Tiffany,Hernandez,214.06044,True
Rebecca,Strickland,38.294674,False
Mark,Ramirez,241.97386,True
Sherry,Small,152.76607,True
Shelly,Williams,221.42458,True
Michelle,Keller,262.5279,True
Lisa,Roberts,115.75577,True
Melanie,Ross,74.70761,False
Mike,Murphy,265.9188,True
Glenn,Sanders,188.72186,True
Ashley,Sanchez,118.68132,True
Jeffrey,Delacruz,31.480158,False
Daniel,Dunlap,44.624386,False
Carrie,Johnson,160.19553,True
Julia,Foster,260.7672,True
Holly,Johnson,290.25302,True
Kayla,Clark,223.4504,True
Brittany,Compton,92.55552,False
Diane,Stephens,293.50748,True
Christian,Harris,209.39142,True
Amanda,Zamora,120.932304,True
